s_id,X,Y,SchoolName,Address,SCH_Level
"1,059",77.21,28.66,Shri Mandir Gindoriyan Aggarwal Public School,"Gali Bhama Shah,Sadar Bazar Delhi-6",Primary
"1,060",77.22,28.66,Shri Shiv Middle School,"Shiv Kutti, Teliwara, Delhi-110006",Middle
"1,061",77.22,28.66,MCD Primary School (Co-ed),"Kucha Mohtar Khan, Mori Gate, Delhi-110006",Primary
"1,062",77.22,28.66,Govt. Co-ed Sec. School,"Sushila Mohan Marg, Naya Bazar, Delhi-6",Secondary
"1,063",77.20,28.75,MCD Primary School (Boys),"Burari, Delhi - 84",Primary
"1,064",77.20,28.75,Govt. Girls Sr. Sec. School,"Near Sant Nagar, Tomer Colony, Nathupura, Delhi -84",Senior Secondary
"1,065",77.17,28.77,Manava Bhawna Public School,"Main Road, Nathupura Delhi 110084",Secondary
"1,066",77.18,28.77,MCD Primary School (Boys),"Nathu Pura, Delhi-84",Primary
"1,067",77.18,28.76,Neo Shanti Niketan Public School,"A-Block, Indraprashtha Amrit Vihar Burari Delhi ? 84",Primary
"1,068",77.18,28.77,MCD Primary School (Girls),"Ibrahim Pur, Delh-36",Primary
"1,069",77.18,28.74,Nigam Pratibha Vidyalaya (Girls),"Mukund Pur, Delhi-110084",Primary
"1,070",77.21,28.73,Nigam Pratibha Vidyalaya (Girls),"Jharoda Majra, Delhi-84",Primary
"1,071",77.20,28.75,Govt. Sarvodaya Bal Vidyalaya,"Burari, Delhi-84",Senior Secondary
"1,072",77.20,28.75,Govt. Boys Sr. Sec. School,"Near Sant Nagar, Tomer Colony, Nathupura, Delhi -84",Senior Secondary
"1,073",77.18,28.77,Nigam Pratibha Vidyalaya (Girls),"Nathu Pura, Delhi-84",Primary
"1,074",77.18,28.77,MCD Primary School (Boys),"Ibrahim Pur, Delh-110036",Primary
"1,075",77.18,28.74,MCD Primary School (Boys),Mukund Pur Delhi-110084,Primary
"1,076",77.20,28.67,MCD Primary School (Co-ed),"Meetha Kuan, Delhi - 7",Primary
"1,077",77.20,28.67,Khalsa Primary School,"Gali No. 1, Pratap Nagar Delhi-7",Primary
"1,078",77.20,28.67,Govt. Sarvodaya Kanya Vidyalaya (Amar Shaheed Matadeen Lodha),"Sabzi Mandi, Kedar Building, Delhi-110007",Senior Secondary
"1,079",77.20,28.67,MCD Primary School (Co-ed),"Ghanta Ghar, Subzi Mandi  Delhi-7",Primary
"1,080",77.21,28.68,Rajdhani Public School,"2161 Sora Kothi, Subzi Mandi, Delhi.",Primary
"1,081",77.21,28.67,MCD Primary School-New (Co-ed),"Katra Rewri, Delhi 110007",Primary
"1,082",77.21,28.67,MCD Primary School (Co-ed),Kabir Basti Delhi-7,Primary
"1,083",77.20,28.67,Arya Vidya Mandir,Pratap Nagar Delhi,Middle
"1,084",77.20,28.67,Govt. Sarvodaya Bal Vidyalaya,"Roshanara Road, Delhi-110007",Senior Secondary
"1,085",77.21,28.67,Angel Dales Public School,"2752, Ram Roop Street,  Main Bazar, Subzi Mandi Delhi ? 110007",Primary
"1,086",77.20,28.68,MCD Primary School (Co-ed),"1799, Ram Gali, Sohan Ganj, Delhi -7",Primary
"1,087",77.20,28.68,Mata Sunder Kaur Public School,"1631-32, Sohan Ganj, Delhi 110007",Primary
"1,088",77.21,28.67,Rawalpindi S. D. Sr. Sec. School,Sabzi Mandi Delhi-110007,Senior Secondary
"1,089",77.21,28.67,MCD Primary School (Boys),"Building No.-13, Roshanara Mension, Roshanara Road, Delhi-110006",Primary
"1,090",77.21,28.67,MCD Primary School (Girls),Subzi Mandi  Delhi-7,Primary
"1,091",77.21,28.67,MCD Primary School (Co-ed),Arya Pura  Delhi-7,Primary
"1,092",77.21,28.67,Sh. S.S.D. Jain Girls Middle School,"Arya Pura, Subzi Mandi Delhi - 110007",Middle
"1,093",77.21,28.67,MCD Primary School (Girls),"Roshanara Road, Near Delhi Floor Mill, Delhi-110006",Primary
"1,094",77.19,28.74,J C Gaur Public School,"Gali No 5,6,7,8  Mukand Pur II Delhi",Primary
"1,095",77.18,28.76,Swami Vivekanand Public School,"A-8, Amrit Vihar Burari Delhi ? 84",Primary
"1,096",77.19,28.75,Murti Devi Public School,"A-2 Block, 221, West Sant Nagar,  Burari, Delhi ? 84",Middle
"1,097",77.18,28.75,Govt. Girls Middle School,"Mukund Pur Village, Delhi-110084",Middle
"1,098",77.21,28.75,D.K. Convent School,"B-Block,Gali No. -110, Sant Nagar,Burari Delhi-84",Middle
"1,099",77.20,28.74,Bud?s Paradise School,Pusta Road Sant Nagar New Delhi 110084,Middle
"1,100",77.18,28.75,Govt. Boys Middle School,"Mukund Pur Village, Delhi-110084",Middle
"1,101",77.20,28.75,MCD Primary School (Boys),"Sant Nagar, Burari, Delhi-84",Primary
"1,102",77.17,28.67,Vijay Public School,"51-A, Inderlok, Delhi-35",Primary
"1,103",77.18,28.68,Guru Nanak Dev Khalsa Public School,"A-494, Shastri Nagar, Delhi-52",Primary
"1,104",77.18,28.68,Nigam Pratibha Vidyalaya (Co-ed),"Nimri Village,Delhi-110052",Primary
"1,105",77.11,28.63,MCD Primary School (Co-ed),"Beri Wala Bagh, Azad Market, Delhi",Primary
"1,106",77.17,28.67,Govt. Sarvodaya Kanya Vidyalaya,"Inder Lok,Delhi-110035",Senior Secondary
"1,107",77.18,28.67,MCD Primary School (Co-ed),"L- Block Shastri Nagar, Delhi-110052",Primary
"1,108",77.18,28.67,MCD Primary School (Co-ed),"E- Block Shastri Nagar, Delhi",Primary
"1,109",77.17,28.67,MCD Primary School (Co-ed),"Jakhira Pul (Neeche), Delhi",Primary
"1,110",77.18,28.68,Govt. Sarvodaya Kanya Vidyalaya,"Lalita Block, Shastri Nagar Delhi-110052",Senior Secondary
"1,111",77.17,28.67,MCD Primary School (Girls),"Inder Lok, Delhi",Primary
"1,112",77.16,28.67,MCD Primary School (Girls),"Tulsi Nagar, Delhi",Primary
"1,113",77.16,28.67,Govt. Girls Sr. Sec. School,"Tulsi Nagar, Delhi-110035",Senior Secondary
"1,114",77.18,28.67,MCD Primary School (Girls),"Basti Sarai, Delhi-35",Primary
"1,115",77.18,28.68,MCD Primary School (Girls),"A- Block Shastri Nagar, Delhi-110052",Primary
"1,116",77.18,28.68,MCD Primary School (Boys),"Lalita Block Shastri Nagar, Delhi-110052",Primary
"1,117",77.18,28.68,MCD Primary School (Girls),"Lalita Block Shastri Nagar, Delhi-110052",Primary
"1,118",77.18,28.68,MCD Primary School (Boys),"A- Block Shastri Nagar, Delhi-110052",Primary
"1,119",77.16,28.67,MCD Primary School (Boys),"Inder Lok, Delhi",Primary
"1,120",77.16,28.67,MCD Primary School (Boys),"Tulsi Nagar, Delhi",Primary
"1,121",77.16,28.67,Govt. Sarvodaya Bal Vidyalaya,"Tulsi Nagar, Delhi-110035",Senior Secondary
"1,122",77.18,28.67,MCD Primary School (Boys),"Basti Sarai, Delhi-35",Primary
"1,123",77.17,28.67,MCD Primary School (Girls),"Anand Nagar, Delhi-35",Primary
"1,124",77.17,28.67,MCD Primary School (Boys),"Anand Nagar, Delhi-35",Primary
"1,125",77.18,28.68,Govt. Sarvodaya Bal Vidyalaya,"Lalita Block, Shastri Nagar Delhi-110052",Senior Secondary
"1,126",77.22,28.67,Nisheman Pry School,"21, Rajniwas Road Delhi",Primary
"1,127",77.22,28.68,Rukmani Devi Jaipuria Public School,"23, Rajpur Road Delhi-110054",Senior Secondary
"1,128",77.22,28.67,B. M. Gange Sr. Sec. School,"21, Rajniwas Marg, Delhi - 54",Senior Secondary
"1,129",77.22,28.67,The Delhi United Christian Sr. Sec. School,"17, Rajniwas Marg, Delhi-54",Senior Secondary
"1,130",77.22,28.67,Victoria Girls Sr. Sec. School,"6, Rajpur Road, Delhi-54",Senior Secondary
"1,131",77.21,28.67,Butler Memorial Girls Sr. Sec. School,"17, Bouleward Road, Delhi-110007",Senior Secondary
"1,132",77.22,28.68,Bengali Sr. Sec. School,"22A, Alipur Road, Delhi - 54",Senior Secondary
"1,133",77.21,28.67,Queen Mary's School,Tees Hazari Delhi-110006,Senior Secondary
"1,134",77.23,28.68,Govt. Sarvodaya Vidyalaya (Shaeed Bhai Bal Mukund),"Shankaracharya Marg, (Behind I.P.College) Delhi-54",Senior Secondary
"1,135",77.23,28.69,MCD Primary School (Co-ed),"Chandrawal Water Works, Delhi 110054",Primary
"1,136",77.22,28.67,MCD Primary School (Co-ed),"Old Police Line, Delhi-54",Primary
"1,137",77.22,28.67,Bishop Boys Diocesan School,"C-B, Rajpur Road Delhi-54",Middle
"1,138",77.17,28.76,Ideal Public School,"B Block, Gali No.2, Saroop Vihar, Delhi - 84.",Primary
"1,139",77.21,28.65,Balak Mata Centre (Sadar Bazar),"Kasabpura, Sadar Bazar, Delhi- 110006",Primary
"1,140",77.30,28.62,Nigam Pratibha Vidyalaya (Co-ed),"Mayur Vihar Phase-II, F-Block, Delhi-110091",Primary
"1,141",77.31,28.62,MCD Primary School No.1 (Girls),"Kalyanwas, Delhi-110091",Primary
"1,142",77.31,28.62,MCD Primary School No.2 (Girls),"Kalyanwas, Delhi-110091",Primary
"1,143",77.29,28.65,MCD Primary School (Girls),"Jagat Puri, G-Block, Delhi",Primary
"1,144",77.29,28.65,St. Andrews Scots School,G-26 Jagat Puri Delhi,Middle
"1,145",77.29,28.65,ABC Public School,"E - 65, Jagat Puri, Delhi,",Primary
"1,146",77.29,28.63,Mothers Convent School,"515 Budha Marg, Mandawali Fazal Pur, Delhi-92",Middle
"1,147",77.32,28.62,Eastern Delhi Public School,"Khichri Pur, Opp Blk-10, Khichripur Colony Delhi-91",Primary
"1,148",77.30,28.64,Premala Bai Chavan School For The Deaf,"Plot No 4&7 Institutional Area Karkadi Mode , Delhi-110092",Middle
"1,149",77.28,28.65,Gyan Deep Public School,LB/27-28 Golden Park Shivpuri Delhi,Middle
"1,150",77.29,28.67,Bhagat Memorial Public School,"1466A/4, Shalimar Park, Near Bus Stand Shadara Delhi-110032",Primary
"1,151",77.29,28.67,Nigam Pratibha Vidyalaya (Co-ed),"South Bhola Nath Nagar, Delhi?110032",Primary
"1,152",77.30,28.64,Hill Woods Academy,"G-Block, Preet Vihar, Delhi-110092",Senior Secondary
"1,153",77.31,28.62,MCD Primary School (Girls),"East Vinod Nager, Delhi-110091",Primary
"1,154",77.29,28.65,The Oxford Public School,"166, Old Anarkali, Delhi ? 51",Primary
"1,155",77.30,28.65,Modern Montessori School,Rishabh Vihar Delhi - 110092,Senior Secondary
"1,156",77.32,28.66,St. Josephs Academy,"Savita Vihar, Delhi-110095",Secondary
"1,157",77.28,28.67,Children Welfare Public School,"Gali No. 34, Shalimar Park Extn, Delhi-32",Primary
"1,158",77.29,28.67,S.D. Devnagari Pathshala,"Shahadara, Delhi?110032",Primary
"1,159",77.29,28.67,Guru Nanak Pry. School,"Teliwara, Shahdara, Delhi?110032",Primary
"1,160",77.29,28.67,Navita Public School,"82/1AE, Mukesh Nagar Shahdara Delhi-92",Primary
"1,161",77.33,28.61,Gautam Modern School,"Opp. Pocket C-1, DDA Market, Mayur Vihar, Phase-III, Delhi-110096",Primary
"1,162",77.31,28.62,MCD Primary School (Girls),"Mayur Vihar, Phase-II, C-Block, Delhi-110091",Primary
"1,163",77.29,28.65,Ropa Public School,"South Anarkali, Delhi-51",Primary
"1,164",77.28,28.65,RC Public School,"18/24/1, Adalkha Bhawan Old Govind Pura Delhi 51",Primary
"1,165",77.29,28.65,L.V. Navyug School,"64 South Anarkali Extn., Delhi ? 51",Primary
"1,166",77.29,28.65,Sai Dream Public School,"D18/4, Saket Gali Old Govind Pura, Delhi -51",Primary
"1,167",77.29,28.65,Nigam Pratibha Vidyalaya (Girls),Baldev Park Delhi-51,Primary
"1,168",77.28,28.65,St. Karamjot Public School,"Rasheed Market, Delhi-31",Middle
"1,169",77.28,28.65,Amar Jeevan Public School,New Govindpura Delhi - 110051,Middle
"1,170",77.28,28.65,Spring Bales Public Sr. Sec. School,Bhagat Singh Road New Gobind Pura Delhi,Senior Secondary
"1,171",77.29,28.67,MCD Primary School (Girls),"Bhola Nath Nagar, Baraf wali Gali, Teliwara, Delhi?110032",Primary
"1,172",77.29,28.67,Gyandeep Vidya Bhawan,"Bholanath Nagar Shahadra, Delhi?110032",Primary
"1,173",77.28,28.63,Hillman Public School,"S-551, School Block Shakarpur Delhi-92",Primary
"1,174",77.30,28.65,Kendriya Vidyalaya,"AGCR Colony, Karkardooma, Delhi ? 110092",Senior Secondary
"1,175",77.28,28.66,Biglows Public School,C-5/15 Krishna Nagar Delhi,Secondary
"1,176",77.29,28.65,Lovely Public Senior Secondary School,251 New Layal Pur Delhi-31,Senior Secondary
"1,177",77.28,28.64,MCD Primary School (Girls),"Brij Puri, Delhi",Primary
"1,178",77.28,28.65,Nigam Pratibha Vidyalaya (Co-ed),"Shiv Puri, Delhi",Primary
"1,179",77.31,28.62,Rajdhani Public School,"B-7, East Vinod Nagar, Delhi-91",Middle
"1,180",77.29,28.67,Jain Sec. School,"Shahadara, Gali Jain Mandir, Delhi-110032",Secondary
"1,181",77.29,28.67,Lalita PD Girls Sr. Sec. School,"Shahadara, Anaj Mandi, Delhi-110032",Senior Secondary
"1,182",77.27,28.57,Lakhi Public School,"Mandawali Fazalpur, Delhi-92",Middle
"1,183",77.33,28.60,Govt. Boys Sr. Sec. School,"B-Block ,New Kondli Delhi - 110096",Senior Secondary
"1,184",77.34,28.61,Salwan Public School,"Kondli Gharouli Complex, Mayur Vihar Phase III, Delhi-96",Senior Secondary
"1,185",77.29,28.61,MCD Primary School (Girls),"Patpar Ganj, Delhi-110092",Primary
"1,186",77.32,28.61,Govt. Sarvodaya Kanya Vidyalaya (Mother Teresa),"Kalyanpuri, Delhi-110091",Senior Secondary
"1,187",77.28,28.62,Om Gyan Bharti Public School,"S.P. 41-A, Near D Park, Pandav Nagar, Delhi-92",Middle
"1,188",77.33,28.62,Prithvi Raj Modern School,B- Block Rajbir Colony Gharoli Extn. Delhi -96,Primary
"1,189",77.31,28.62,Vedic Public School,"R-73, East Vinod Nagar, Delhi-110091",Primary
"1,190",77.31,28.62,Govt. Co-ed. Sec. School,"Khichripur Village, Delhi-91",Secondary
"1,191",77.31,28.62,Govt. Sarvodaya Kanya Vidyalaya,Kalyan Vas Delhi-110091,Senior Secondary
"1,192",77.30,28.63,The Baptist Convent School,"CGHS Complex, I.P. Extn. Patparganj, Delhi-92",Secondary
"1,193",77.28,28.65,Happy English School No.2,11/294 Geeta Colony Delhi - 110031,Middle
"1,194",77.30,28.65,Govt. Sarvodaya Bal Vidyalaya,"Kiran Vihar, Delhi-110092",Senior Secondary
"1,195",77.27,28.66,Govt. Sarvodaya Bal Vidyalaya No.1,"Jheel Khurenja, Delhi-31",Senior Secondary
"1,196",77.27,28.65,St. Lawrence Convent,Geeta Colony Facility Centre Delhi,Senior Secondary
"1,197",77.27,28.65,Govt. Sarvodaya Bal Vidyalaya,"Gandhi Nagar, Delhi-31",Senior Secondary
"1,198",77.33,28.60,Nahar Public School,"A2/.164-166,204-206, New Kondli Delhi-96",Primary
"1,199",77.33,28.60,"Swati Public School,","D-1/41, New Kondli, D-96",Primary
"1,200",77.33,28.61,Bharti Public School,"Kondli, Mayur Vihar Phase III, Delhi-110096",Senior Secondary
"1,201",77.29,28.61,Aster Public School,"Mayur Vihar, Ph-I, Delhi-91",Middle
"1,202",77.33,28.60,Nigam Pratibha Vidyalaya (Co-ed),"New Kondli, A-Block, Delhi-110096",Primary
"1,203",77.34,28.62,Kerala Education Society Sec. School,"Pocket A-3 Mayur Vihar Phase-III, Delhi-110096",Senior Secondary
"1,204",77.32,28.62,City Prince Public School,"Khichripur, Delhi-91",Primary
"1,205",77.32,28.65,Govt. Sarvodaya Kanya Vidyalaya,"Near Anand Vihar Railway Station, Delhi-110092",Senior Secondary
"1,206",77.31,28.65,Nigam Pratibha Vidyalaya (Boys),"Anand Vihar, Delhi?110092",Primary
"1,207",77.31,28.67,Rajkiya Pratibha Vikas Vidyalaya,"Surajmal Vihar, Delhi-110092",Senior Secondary
"1,208",77.29,28.67,International happy School,"Bholanath Nagar, Delhi-32",Primary
"1,209",77.29,28.67,Govt. Sarvodaya Bal Vidyalaya (Babu Ram),"Bhola Nath Nagar, Shahadara, Delhi-110032",Senior Secondary
"1,210",77.29,28.67,Govt. Sarvodaya Kanya Vidyalaya No.1,"Bhola Nath Nagar, Shahadara, Delhi-110032",Senior Secondary
"1,211",77.29,28.61,Anand Public School,"F-220, Pandav Nagar, Delhi-91",Middle
"1,212",77.33,28.62,MCD Primary School (Boys),"Harijan Basti, Gharoli, Delhi-110096",Primary
"1,213",77.31,28.62,Upadhyay Public School,"D-86, Gali No-3, East Vinod Nagar Delhi-91",Primary
"1,214",77.29,28.63,Central Public School,"A-13A, Shanti Nagar, Mandawali, Delhi ? 92",Primary
"1,215",77.28,28.65,Govt. Sarvodaya Kanya Vidyalaya,"B-13, Geeta Colony, Delhi-31",Senior Secondary
"1,216",77.29,28.65,Mary Convent School,"32 Radhey Puri Extn -1, Delhi",Middle
"1,217",77.31,28.66,Govt. Sarvodaya Kanya Vidyalaya,"Surajmal Vihar, Delhi-110092",Senior Secondary
"1,218",77.30,28.67,Puneet Public School,"Patel Street, Vishwas Nagar, Delhi - 110032",Secondary
"1,219",77.29,28.67,MCD Primary School (Co-ed),"Kasturba Nagar, Delhi?110032",Primary
"1,220",77.33,28.61,Vidya Bal Bhawan Public School,Mayur Vihar Phase-III,Senior Secondary
"1,221",77.32,28.61,Govt. Sarvodaya Kanya Vidyalaya (Jeeja Bai),"Kondli, Near Kalyanpuri, Delhi-110096",Senior Secondary
"1,222",77.31,28.62,Govt. Sarvodaya Bal Vidyalaya (Jai Prakash Narayan),"East Vinod Nagar, Delhi-91",Senior Secondary
"1,223",77.28,28.63,Sharon Public School,"D-264 Gali No-11, Laxmi Nagar, Delhi-92",Primary
"1,224",77.29,28.63,Inder Public School,"150, Mandawali, Delhi-110092",Middle
"1,225",77.27,28.63,Geeta National Public School,"I-193, Laxmi Nagar, Delhi ? 110092",Primary
"1,226",77.28,28.64,Alok Bharti Sec. School,"Khurenji Khas, Delhi-31",Secondary
"1,227",77.27,28.65,Govt. Sarvodaya Bal Vidyalaya,"Rani Garden, Delhi-31",Senior Secondary
"1,228",77.27,28.65,Bhai Lalo Public School,12/192 -A Geeta Colony Delhi - 110031,Middle
"1,229",77.29,28.65,The Sacred Hearts Public School,"E-41-42, South Anarkali, Delhi-51",Primary
"1,230",77.29,28.65,Rosary Public School,"South Anarkali, Delhi-51",Primary
"1,231",77.29,28.65,Modern Montessory School,South Anarkali Extn. Delhi-51,Primary
"1,232",77.31,28.65,Vivekanand Public School,B Block Anand Vihar Delhi - 110092,Senior Secondary
"1,233",77.27,28.66,Govt. Girls Sr. Sec. School No.3,"Gandhi Nagar, Delhi-31",Senior Secondary
"1,234",77.27,28.66,Rajkiya Pratibha Vikas Vidyalaya,"Gandhi Nagar, Delhi-31",Senior Secondary
"1,235",77.27,28.66,Govt. Sarvodaya Kanya Vidyalaya,"Shankar Nagar, Delhi-31",Senior Secondary
"1,236",77.27,28.66,Goswami Ganesh Dutt S D Girls Middle School,"Gita Colony Block-1, Delhi-31",Middle
"1,237",77.27,28.66,Lovely Public School,"Geeta Colony, Delhi-31",Primary
"1,238",77.29,28.66,Happy Public School,"32/125, Street No 10 Vishwas Nagar Delhi - 110032",Middle
"1,239",77.30,28.66,Govt. Sarvodaya Kanya Vidyalaya,"Vishwas Nagar, Delhi-110032",Senior Secondary
"1,240",77.32,28.67,Green Field Public School,"D-Block Vivek Vihar, Delhi-110095",Primary
"1,241",77.31,28.67,Govt. Girls Sr. Sec. School,"C-Block, Vivek Vihar, Delhi-110095",Senior Secondary
"1,242",77.29,28.67,Ramandeep Vidya Bhawan,"4/234, Gali No-8 Bhola Nath Nagar Shadhara Delhi-32",Primary
"1,243",77.32,28.61,Indal Memorial Public School,"Main Road,Kondli Delhi-96",Middle
"1,244",77.32,28.61,National Herald Public School,"Kondli, Delhi-96",Primary
"1,245",77.29,28.62,Mayur Public School,I.P. Extn. Delhi-92,Senior Secondary
"1,246",77.30,28.62,Great Mission School,B-26 West Vinod Nagar I.P. Ext.Delhi ? 110092,Primary
"1,247",77.30,28.63,Sunrise India Public School,F-68 Gali No. 3 West Vinod Nagar Delhi ? 110092,Primary
"1,248",77.29,28.63,Gargi Public School,"288A, Main Road, Mandawali Fazalpur, Delhi ? 92",Primary
"1,249",77.27,28.63,Adarsh Bal Vidyalya,CR - 255 Lalita Park Laxmi Nagar Delhi - 110092,Middle
"1,250",77.30,28.65,Arunodaya Public School,1-A Karkardooma Institutional Area Vikas Marg Delhi -110092,Senior Secondary
"1,251",77.28,28.66,Govt. Boys Sr. Sec. School,"Chander Nagar, Delhi-31",Senior Secondary
"1,252",77.27,28.66,Career Public School,473 Jheel Kuranja Delhi,Secondary
"1,253",77.29,28.66,Hans Raj Smarak School,J-5/2 Krishna Nagar Delhi,Middle
"1,254",77.32,28.66,DAV Public School,Sreshta Vihar Delhi - 110092,Senior Secondary
"1,255",77.30,28.65,Happy English School,"Sharad Vihar, Karkardooma, Delhi-92",Primary
"1,256",77.31,28.66,Bharat National Public School,Ram Vihar Karkardooma Delhi - 110092,Senior Secondary
"1,257",77.31,28.66,Bhai Parmanand Vidya Mandir,Surya Niketan Delhi - 110092,Senior Secondary
"1,258",77.28,28.66,Govt. Co-ed. Sec. School,"West Azad Nagar, Delhi-110031",Secondary
"1,259",77.29,28.61,Govt. Sarvodaya Kanya Vidyalaya,"Patpar Ganj, Delhi-110092",Senior Secondary
"1,260",77.29,28.61,East Delhi Public School,"7, Janta Garden ,F-Block, Pandav Nagar, Delhi-92",Middle
"1,261",77.29,28.65,Nav Nirman Public School,"(South Anarkali ) Chandu Park, Delhi-51",Primary
"1,262",77.33,28.61,Vanasthali Public School,"Mayur Vihar Phase-III (Near Ruchika Patrol Pump), Delhi- 110096",Senior Secondary
"1,263",77.33,28.61,Lav Kush Public School,"A-281, Gharauli Extn. (Mvr Ph-III) East Delhi-96",Secondary
"1,264",77.33,28.61,Sardar Patel Modern School,"Gharoli, Mayur Vihar Ph-3, Delhi-96",Middle
"1,265",77.29,28.66,Malviya Model School,"Gali No.5, Vishwas Nagar Delhi-32",Primary
"1,266",77.29,28.66,Rani Sharda Vidya Mandir,St No 12 Vishwas Nagar Delhi - 110032,Middle
"1,267",77.28,28.64,Ahinsa Public School,F-241 Mangal Bazar Laxmi Nagar D-92,Primary
"1,268",77.30,28.62,Govt. Sarvodaya Bal Vidyalaya,"West Vinod Nagar, Delhi-92",Senior Secondary
"1,269",77.28,28.65,Govt. Sarvodaya Bal Vidyalaya,"Radhey Shyam Park, Parwana Road, Khurenji, Delhi-31",Senior Secondary
"1,270",77.28,28.65,BHARAT NATIONAL PUBLIC SCHOOL,"Gali No.10, Parwana Road, Brijpuri Ext., Khureji, Delhi-51",Primary
"1,271",77.27,28.64,Govt. Girls Sr. Sec. School,"Lalita Park, Delhi-92",Senior Secondary
"1,272",77.30,28.67,Dev Shiksha Niketan,"96, Gali No-3, Jwala Nagar Delhi-32",Primary
"1,273",77.30,28.67,New Vidya Punj Public School,"162, Street No.4, Jwala Nagar, Shahadara, Delhi?32",Primary
"1,274",77.33,28.60,Govt. Girls Sec. School,"Gharauli, Mayur Vihar, Phase III, Delhi-110096",Secondary
"1,275",77.33,28.61,Gautam Public School,"Kondli, Delhi-96",Middle
"1,276",77.30,28.63,Keshav Vidya Mandir,"A-160 West Vinod Nagar Keshav Marg , Delhi-110092",Middle
"1,277",77.27,28.66,Govt. Girls Sr. Sec. School No.2,"Gandhi Nagar, Delhi-31",Senior Secondary
"1,278",77.27,28.66,Govt. Sarvodaya Kanya Vidyalaya No.1,"Gandhi Nagar, Delhi-31",Senior Secondary
"1,279",77.28,28.66,Govt. Sarvodaya Bal Vidyalaya,"Krishna Nagar, Delhi-31",Senior Secondary
"1,280",77.28,28.66,Govt. Sarvodaya Kanya Vidyalaya,"Krishna Nagar, Delhi-31",Senior Secondary
"1,281",77.28,28.65,Govt. Sarvodaya Kanya Vidyalaya,"Radehy Shyam Park, Parwana Road, Khurenji, Delhi-31",Senior Secondary
"1,282",77.30,28.62,Govt. Sarvodaya Kanya Vidyalaya,"West Vinod Nagar, Delhi-110092",Senior Secondary
"1,283",77.31,28.62,Govt. Sarvodaya Kanya Vidyalaya (Ravindra Thakur),East Vinod Nagar Delhi -91,Senior Secondary
